"","nation","hospitalized_with_symptoms","intensive_care","hospitalized_total","home_isolation","positives_remaining","num_positives_variation","new_positives","total_discharged_healed","total_deceased","casi_da_sospetto_diagnostico","casi_da_screening","total_cases","tests","casi_testati","note","ingressi_intensive_care","notes_test","notes_casi","positives_remaining_test_molecolare","positives_remaining_test_antigenico_rapido","tests_test_molecolare","tests_test_antigenico_rapido","dt","total_cases_delta","intensive_care_delta","hospitalized_with_symptoms_delta","home_isolation_delta","total_discharged_healed_delta","total_deceased_delta","tests_delta","new_positives_delta","positives_remaining_delta","hospitalized_total_delta","tests_per_new_positives","total_tests_per_cases_ratio","positives_remaining_previous","positives_remaining_percent_delta","deceased_per_positives_day_before_ratio","discharged_healed_per_positives_day_before_ratio"
"685","ITA",14930,1557,16487,1802406,1818893,144822,197552,5323523,138881,NA,NA,7281297,147165930,42520576,"",154,NA,NA,6164375,1116922,75568209,71597721,2022-01-08,197535,58,339,144425,52529,184,1220266,89248,144822,397,6.17693569288086,20.2114994073171,1674071,8.65088756689531,0.0109911706253797,3.13780000967701
"686","ITA",15647,1595,17242,1926737,1943979,125086,155659,5353922,139038,NA,NA,7436939,148159131,42725013,"",142,NA,NA,6229650,1207289,75856287,72302844,2022-01-09,155642,38,717,124331,30399,157,993201,-41893,125086,755,6.38062045882345,19.9220581209554,1818893,6.87704004578609,0.00863162374037395,1.67129127441801
"687","ITA",16340,1606,17946,1986651,2004597,60618,101762,5410482,139265,NA,NA,7554344,148771952,42856913,"",114,NA,NA,6286591,1267753,76085265,72686687,2022-01-10,117405,11,693,59914,56560,227,612821,-53897,60618,704,6.02210058764568,19.6935633325673,1943979,3.11824356127304,0.011677080873816,2.90949645032174
"688","ITA",17067,1677,18744,2115395,2134139,129542,220532,5500938,139559,NA,NA,7774863,150147466,43105796,"",185,NA,NA,6361711,1413152,76403257,73744209,2022-01-11,220519,71,727,128744,90456,294,1375514,118770,129542,798,6.23725355050514,19.3119114767681,2004597,6.46224652635916,0.0146662895335072,4.51242818381949
"689","ITA",17309,1669,18978,2203082,2222060,87921,196224,5609136,139872,NA,NA,7971068,151338033,43353643,"",156,NA,NA,6434616,1536452,76764844,74573189,2022-01-12,196205,-8,242,87687,108198,313,1190567,-24308,87921,234,6.0673872716895,18.9859166927192,2134139,4.119741029052,0.0146663361664821,5.06986658319819
"690","ITA",17648,1668,19316,2304202,2323518,101458,184615,5691939,140188,NA,NA,8155645,152519212,43584304,"",156,NA,NA,6506687,1648958,77098992,75420220,2022-01-13,184577,-1,339,101120,82803,316,1181179,-11609,101458,338,6.39806624597135,18.7010606763781,2222060,4.56594331386191,0.0142210381357839,3.72640702771302
"691","ITA",18019,1679,19698,2379130,2398828,75310,186253,5817138,140548,NA,NA,8356514,153651521,43803735,"",136,NA,NA,6580117,1776397,77413988,76237533,2022-01-14,200869,11,371,74928,125199,360,1132309,1638,75310,382,6.07941348595727,18.3870356706158,2323518,3.24120579225123,0.0154937469819472,5.38833785664669
"692","ITA",18370,1677,20047,2450800,2470847,72019,180426,5937747,140856,NA,NA,8549450,154869351,44031304,"",141,NA,NA,6657120,1892330,77738750,77130601,2022-01-15,192936,-2,351,71670,120609,308,1217830,-5827,72019,349,6.74974781905047,18.1145396487493,2398828,3.00225776921063,0.0128396033396309,5.02783025710889
"693","ITA",18719,1691,20410,2528447,2548857,78010,149512,6016954,141104,NA,NA,8706915,155797197,44217594,"",128,NA,NA,6696656,2010259,77976882,77820315,2022-01-16,157465,14,349,77647,79207,248,927846,-30914,78010,363,6.20582963240409,17.8935015444621,2470847,3.15721693815926,0.0100370439772272,3.20566186412999
"694","ITA",19228,1717,20945,2534333,2555278,6421,83403,6093633,141391,NA,NA,8790302,156338495,44322789,"",122,NA,NA,6731060,2059242,78131373,78207122,2022-01-17,83387,26,509,5886,76679,287,541298,-66109,6421,535,6.49015023440404,17.7853383194343,2548857,0.251916839587313,0.0112599490673663,3.00836806458738
"695","ITA",19448,1715,21163,2540993,2562156,6878,212004,6314444,141825,NA,NA,9018425,157819844,44547215,"",150,NA,NA,6786905,2231520,78396506,79423338,2022-01-18,228123,-2,220,6660,220811,434,1481349,128601,6878,218,6.98736344597272,17.4997124220693,2555278,0.269168364459757,0.0169844533549774,8.64136896259429
"696","ITA",19500,1688,21188,2605402,2626590,64434,192320,6450596,142205,NA,NA,9219391,159001733,46518189,"",134,NA,NA,6845556,2373835,78704737,80296996,2022-01-19,200966,-27,52,64409,136152,380,1181889,-19684,64434,25,6.14542949251248,17.2464464301384,2562156,2.51483516226178,0.0148312592988093,5.3139621475039
"697","ITA",19659,1698,21357,2660684,2682041,55451,188797,6593625,142590,NA,NA,9418256,160111999,46726531,"",155,NA,NA,6904080,2514176,78992687,81119312,2022-01-20,198865,10,159,55282,143029,385,1110266,-3523,55451,169,5.88073963039667,17.00017487314,2626590,2.11114029978032,0.0146577882349358,5.4454254375445
"698","ITA",19485,1707,21192,2674511,2695703,13662,179106,6765190,142963,NA,NA,9603856,161229552,46930178,"",148,NA,NA,6977045,2626811,79260426,81969126,2022-01-21,185600,9,-174,13827,171565,373,1117553,-9691,13662,-165,6.23961787991469,16.7880018192693,2682041,0.509388186086641,0.0139073190902003,6.39680750592553
"699","ITA",19442,1676,21118,2702831,2723949,28246,171263,6913946,143296,NA,NA,9781191,162273201,47126726,"",121,NA,NA,7033326,2747865,79521523,82751678,2022-01-22,177335,-31,-43,28320,148756,333,1043649,-7843,28246,-74,6.09383813199582,16.590331484172,2695703,1.04781572747443,0.012352992892763,5.51826369596354
"700","ITA",19627,1685,21312,2713594,2734906,10957,138860,7045249,143523,NA,NA,9923678,163206585,47287113,"",132,NA,NA,7073843,2849835,79721198,83485387,2022-01-23,142487,9,185,10763,131303,227,933384,-32403,10957,194,6.72176292668875,16.4461790275743,2723949,0.40224688494535,0.00833348935681248,4.82031785470286
"701","ITA",19862,1685,21547,2688310,2709857,-25049,77696,7147612,143875,NA,NA,10001344,163725878,47388265,"",101,NA,NA,7104011,2897333,79854189,83871689,2022-01-24,77666,0,235,-25284,102363,352,519293,-61164,-25049,235,6.68365166803954,16.3703876199039,2734906,-0.915899851768214,0.0128706434517311,3.74283430582258
"702","ITA",20037,1691,21728,2667534,2689262,-20595,190514,7382789,144344,NA,NA,10216395,165147423,47609557,"",131,NA,NA,7179872,3036523,80112854,85034569,2022-01-25,215051,6,175,-20776,235177,469,1421545,112818,-20595,181,7.46163011642189,16.1649410579759,2709857,-0.76000320312105,0.0173071863201638,8.67857602818156
"703","ITA",20001,1665,21666,2694915,2716581,27319,167206,7522210,144770,NA,NA,10383561,166244710,47808448,"",123,NA,NA,7229762,3153799,80372410,85872300,2022-01-26,167166,-26,-36,27381,139421,426,1097287,-23308,27319,-62,6.56248579596426,16.0103754386381,2689262,1.01585490740582,0.0158407771351397,5.18435912901012
"704","ITA",19853,1645,21498,2684955,2706453,-10128,155697,7687989,145159,NA,NA,10539601,167284466,47990083,"",125,NA,NA,7281390,3258211,80606511,86677955,2022-01-27,156040,-20,-148,-9960,165779,389,1039756,-11509,-10128,-168,6.67807343751004,15.8719923078682,2716581,-0.37282157241032,0.0143194699513837,6.1024869127775
"705","ITA",19796,1630,21426,2647402,2668828,-37625,143898,7869583,145537,NA,NA,10683948,168335754,48165860,"",126,NA,NA,7332896,3351052,80837676,87498078,2022-01-28,144347,-15,-57,-37553,181594,378,1051288,-11799,-37625,-72,7.30578604289149,15.7559503284741,2706453,-1.39019595019755,0.0139666197787288,6.70966759814414
"706","ITA",19636,1588,21224,2643424,2664648,-4180,137147,8010813,145914,NA,NA,10821375,169335244,48335306,"",118,NA,NA,7372626,3448749,81055511,88279733,2022-01-29,137427,-42,-160,-3978,141230,377,999490,-6751,-4180,-202,7.28772776655705,15.6482188261658,2668828,-0.156623057012292,0.0141260508357976,5.29183596694879
"707","ITA",19617,1593,21210,2622607,2643817,-20831,104065,8135519,146149,NA,NA,10925485,170153413,48482902,"",95,NA,NA,7404881,3520604,81225749,88927664,2022-01-30,104110,5,-19,-20817,124706,235,818169,-33082,-20831,-14,7.86209580550617,15.5739917266831,2664648,-0.781754287996013,0.00881917611632005,4.68001777345451
"708","ITA",19913,1584,21497,2571109,2592606,-51211,57715,8244012,146498,NA,NA,10983116,170631727,48563681,"",112,NA,NA,7425544,3557572,81342858,89288869,2022-01-31,57631,-9,296,-51498,108493,349,478314,-46350,-51211,287,8.28751624361085,15.5358212550974,2643817,-1.93701001241765,0.0132006110861682,4.10365013917378
"709","ITA",19873,1549,21422,2455092,2476514,-116092,133142,8492983,146925,NA,NA,11116422,171878714,48742289,"",107,NA,NA,7465049,3651373,81545324,90333390,2022-02-01,133306,-35,-40,-116017,248971,427,1246987,75427,-116092,-75,9.36584248396449,15.4616938795594,2592606,-4.47781112903388,0.0164699148270119,9.60311748102103
"710","ITA",19550,1524,21074,2386552,2407626,-68888,118994,8680799,147320,NA,NA,11235745,172843235,48915615,"",104,NA,NA,7502430,3733315,81773768,91069467,2022-02-02,119323,-25,-323,-68540,187816,395,964521,-14148,-68888,-348,8.10562717447939,15.3833355064573,2476514,-2.78165195108931,0.0159498391690901,7.5838860591945
"711","ITA",19324,1457,20781,2307449,2328230,-79396,112691,8872737,147734,NA,NA,11348701,173758572,49063883,"",95,NA,NA,7544511,3804190,81978831,91779741,2022-02-03,112956,-67,-226,-79103,191938,414,915337,-6303,-79396,-293,8.12253862331508,15.3108776061683,2407626,-3.29768826221348,0.0171953617380773,7.97208536541805
"712","ITA",19000,1440,20440,2197904,2218344,-109886,99522,9083090,148167,NA,NA,11449601,174643465,49207964,"",114,NA,NA,7576778,3872823,82168606,92474859,2022-02-04,100900,-17,-324,-109545,210353,433,884893,-13169,-109886,-341,8.89143104037298,15.2532358987881,2328230,-4.71972270780808,0.0185978189440047,9.03488916473029
"713","ITA",18615,1411,20026,2108517,2128543,-89801,93157,9265708,148542,NA,NA,11542793,175489945,49348658,"",104,NA,NA,7608501,3934292,82366772,93123173,2022-02-05,93192,-29,-385,-89387,182618,375,846480,-6365,-89801,-414,9.0865957469648,15.2034213036654,2218344,-4.04810976115517,0.0169045017364304,8.23217679494253
"714","ITA",18498,1431,19929,2053319,2073248,-55295,78952,9399717,148771,NA,NA,11621736,176176489,49467196,"",105,NA,NA,7633243,3988493,82517134,93659355,2022-02-06,78943,20,-117,-55198,134009,229,686544,-14205,-55295,-97,8.69571385145405,15.1592231143437,2128543,-2.59778637312002,0.010758532949534,6.2958089171795
"715","ITA",18675,1423,20098,1970603,1990701,-82547,41247,9523540,149097,NA,NA,11663338,176570152,49539069,"",70,NA,NA,7646782,4016556,82605992,93964160,2022-02-07,41602,-8,177,-82716,123823,326,393663,-37705,-82547,169,9.54403956651393,15.1389038026678,2073248,-3.98153042954823,0.0157241198351572,5.97241622806341
"716","ITA",18337,1376,19713,1908087,1927800,-62901,101864,9688455,149512,NA,NA,11765767,177569247,49685945,"",99,NA,NA,7671892,4093875,82785626,94783621,2022-02-08,102429,-47,-338,-62516,164915,415,999095,60617,-62901,-385,9.80812652163669,15.0920247698259,1990701,-3.15974121678745,0.0208469277907632,8.28426770268363
"717","ITA",17932,1350,19282,1855343,1874625,-53175,81367,9822915,149896,NA,NA,11847436,178300531,49816014,"",90,NA,NA,7696394,4151042,82976598,95323933,2022-02-09,81669,-26,-405,-52744,134460,384,731284,-20497,-53175,-431,8.98747649538511,15.0497146386779,1927800,-2.7583255524432,0.0199190787426082,6.97478991596639
"718","ITA",17354,1322,18676,1794598,1813274,-61351,75861,9960136,150221,NA,NA,11923631,178984246,49937792,"",83,NA,NA,7720991,4202640,83142747,95841499,2022-02-10,76195,-28,-578,-60745,137221,325,683715,-5506,-61351,-606,9.01273381579468,15.0108843522581,1874625,-3.27270787490832,0.017336800693472,7.31991731679669
"719","ITA",16824,1265,18089,1733036,1751125,-62149,67152,10089429,150555,NA,NA,11991109,179648032,50046103,"",100,NA,NA,7741794,4249315,83313057,96334975,2022-02-11,67478,-57,-530,-61562,129293,334,663786,-8709,-62149,-587,9.88482844889207,14.9817695761084,1813274,-3.42744670689592,0.0184197203511438,7.1303619861091
"720","ITA",16310,1223,17533,1678081,1695614,-55511,62231,10206892,150824,NA,NA,12053330,180235677,50148897,"",68,NA,NA,7760728,4292602,83484074,96751603,2022-02-12,62221,-42,-514,-54955,117463,269,587645,-4921,-55511,-556,9.44296251064582,14.9531853023189,1751125,-3.17001927332429,0.0153615532871725,6.70785923334999
"721","ITA",16060,1190,17250,1621423,1638673,-56941,51959,10315987,151015,NA,NA,12105675,180698558,50236430,"",66,NA,NA,7777132,4328543,83603062,97095496,2022-02-13,52345,-33,-250,-56658,109095,191,462881,-10272,-56941,-283,8.90858176639273,14.926764348126,1695614,-3.35813457543993,0.0112643561565309,6.43395253872638
"722","ITA",16050,1173,17223,1573392,1590615,-48058,28630,10392540,151296,NA,NA,12134451,180982449,50287710,"",63,NA,NA,7784068,4350383,83677548,97304901,2022-02-14,28776,-17,-10,-48031,76553,281,283891,-23329,-48058,-27,9.91585749214111,14.9147620275528,1638673,-2.93273886858452,0.0171480216004047,4.6716458988462
"723","ITA",15602,1119,16721,1533689,1550410,-40205,70852,10503380,151684,NA,NA,12205474,181678193,50396431,"",87,NA,NA,7801885,4403589,83819169,97859024,2022-02-15,71023,-54,-448,-39703,110840,388,695744,42222,-40205,-502,9.8196804606786,14.8849764458144,1590615,-2.52763868063611,0.0243930806637684,6.96837386796931
"724","ITA",15127,1073,16200,1463913,1480113,-70297,59749,10633268,151962,NA,NA,12265343,182233273,50502584,"",75,NA,NA,7817195,4448148,83967772,98265501,2022-02-16,59869,-46,-475,-69776,129888,278,555080,-11103,-70297,-521,9.29019732547825,14.8575765879519,1550410,-4.5340909823853,0.017930740900794,8.37765494288608
"725","ITA",14562,1037,15599,1422609,1438208,-41905,57890,10732908,152282,NA,NA,12323398,182771404,50596115,"",71,NA,NA,7832891,4490507,84100681,98670723,2022-02-17,58055,-36,-565,-41304,99640,320,538131,-1859,-41905,-601,9.29575056140957,14.8312506014981,1480113,-2.8312027527628,0.0216199709076266,6.73191844136225
"726","ITA",13948,987,14935,1389187,1404122,-34086,53662,10820380,152596,NA,NA,12377098,183281687,50687246,"",52,NA,NA,7848319,4528779,84228399,99053288,2022-02-18,53700,-50,-614,-33422,87472,314,510283,-4228,-34086,-664,9.50920576944579,14.8081308720348,1438208,-2.37003270736917,0.0218327251690993,6.08201317194731
"727","ITA",13387,953,14340,1355438,1369778,-34344,50534,10905147,152848,NA,NA,12427773,183773732,50780044,"",76,NA,NA,7862292,4565481,84351579,99422153,2022-02-19,50675,-34,-561,-33749,84767,252,492045,-3128,-34344,-595,9.73690980330075,14.7873421891436,1404122,-2.4459413070944,0.0179471584377996,6.03701102895617
"728","ITA",13284,934,14218,1334129,1348347,-21431,42081,10968639,152989,NA,NA,12469975,184146508,50853494,"",52,NA,NA,7872447,4597528,84446773,99699735,2022-02-20,42202,-19,-103,-21309,63492,141,372776,-8453,-21431,-122,8.85853473063853,14.767191433824,1369778,-1.56456009659959,0.0102936388232254,4.63520366073918
"729","ITA",13375,928,14303,1307668,1321971,-26376,24408,11019298,153190,NA,NA,12494459,184378274,50898597,"",55,NA,NA,7878835,4615624,84507224,99871050,2022-02-21,24484,-6,91,-26461,50659,201,231766,-17673,-26376,85,9.49549328089151,14.7568033157738,1348347,-1.9561730029436,0.0149071418559169,3.75711890188505
"730","ITA",13076,896,13972,1277821,1291793,-30178,60029,11109291,153512,NA,NA,12554596,184981913,50992982,"",82,NA,NA,7892532,4662064,84638245,100343668,2022-02-22,60137,-32,-299,-29847,89993,322,603639,35621,-30178,-331,10.0557897016442,14.7341987746957,1321971,-2.28280348056047,0.0243575691146024,6.80748669978388
"731","ITA",12527,886,13413,1208010,1221423,-70370,49040,11228571,153764,NA,NA,12603758,185461360,51086581,"",81,NA,NA,7904335,4699423,84774479,100686881,2022-02-23,49162,-10,-549,-69811,119280,252,479447,-10989,-70370,-559,9.77665171288744,14.7147668179602,1291793,-5.44746720256264,0.0195077694336477,9.23367753192656
"732","ITA",12125,839,12964,1186264,1199228,-22195,46169,11298010,154013,NA,NA,12651251,185945890,51179953,"",56,NA,NA,7917305,4733946,84894619,101051271,2022-02-24,47493,-47,-402,-21746,69439,249,484530,-2871,-22195,-449,10.4947042387749,14.6978263256337,1221423,-1.81714279164548,0.0203860579013167,5.68509025947604
"733","ITA",11706,799,12505,1163419,1175924,-23304,40948,11363190,154206,NA,NA,12693320,186386005,51261122,"",58,NA,NA,7929496,4763824,85013268,101372737,2022-02-25,42069,-40,-419,-22845,65180,193,440115,-5221,-23304,-459,10.7481439874963,14.6837868264567,1199228,-1.94325015760139,0.0160936869385972,5.43516328838219
"734","ITA",11103,763,11866,1128692,1140558,-35366,38375,11437706,154416,NA,NA,12732680,186820082,51340236,"",44,NA,NA,7939603,4793077,85121863,101698219,2022-02-26,39360,-36,-603,-34727,74516,210,434077,-2573,-35366,-639,11.3114527687296,14.6724870176585,1175924,-3.00750728788595,0.0178582969647698,6.33680407917518
"735","ITA",10868,733,11601,1110677,1122278,-18280,30629,11487720,154560,NA,NA,12764558,187137866,51411708,"",26,NA,NA,7915757,4848801,85200886,101936980,2022-02-27,31878,-30,-235,-18015,50014,144,317784,-7746,-18280,-265,10.3752652714747,14.6607399958541,1140558,-1.60272428057144,0.0126253991467334,4.38504661753282
"736","ITA",10851,714,11565,1088369,1099934,-22344,17981,11528135,154767,NA,NA,12782836,187336379,51449663,"",39,NA,NA,7949300,4833536,85251765,102084614,2022-02-28,18278,-19,-17,-22308,40415,207,198513,-12648,-22344,-36,11.0401534953562,14.6553064593804,1122278,-1.99095054879451,0.0184446278016677,3.60115764543188
"737","ITA",10456,708,11164,1062066,1073230,-26704,46631,11601742,155000,NA,NA,12829972,187867237,51541775,"",74,NA,NA,7959909,4870063,85369378,102497859,2022-03-01,47136,-6,-395,-26303,73607,233,530858,28650,-26704,-401,11.3842293753083,14.642840763799,1099934,-2.4277820305582,0.0211830891671682,6.69194697136374
"738","ITA",9954,681,10635,1050975,1061610,-11620,36429,11651094,155214,NA,NA,12867918,188282525,51627327,"",40,NA,NA,7969386,4898532,85487020,102795505,2022-03-02,37946,-27,-502,-11091,49352,214,415288,-10202,-11620,-529,11.3999286282906,14.6319338528579,1073230,-1.08271293199035,0.0199398078697017,4.59845513077346
"739","ITA",9599,654,10253,1031209,1041462,-20148,41500,11713645,155399,NA,NA,12910506,188713837,51712137,"",52,NA,NA,7980150,4930356,85590680,103123157,2022-03-03,42588,-27,-355,-19766,62551,185,431312,5071,-20148,-382,10.3930602409639,14.6170751944192,1061610,-1.8978720999237,0.0174263618466292,5.89208843172163
"740","ITA",9297,625,9922,1013865,1023787,-17675,38095,11769463,155609,NA,NA,12948859,189102673,51778402,"",31,NA,NA,7988967,4959892,85693793,103408880,2022-03-04,38353,-29,-302,-17344,55818,210,388836,-3405,-17675,-331,10.207008793805,14.6038097256291,1041462,-1.6971334527808,0.0201639618152175,5.3595810504848
"741","ITA",8974,609,9583,1009248,1018831,-4956,39963,11815610,155782,NA,NA,12990223,189484157,51855322,"",59,NA,NA,7998336,4991887,85787000,103697157,2022-03-05,41364,-16,-323,-4617,46147,173,381484,1868,-4956,-339,9.54592998523634,14.5866746860312,1023787,-0.484085068476158,0.0168980461756205,4.50748055992116
"742","ITA",8828,603,9431,1006910,1016341,-2490,35057,11853884,155887,NA,NA,13026112,189780403,51922636,"",37,NA,NA,8007940,5018172,85859150,103921253,2022-03-06,35889,-6,-146,-2338,38274,105,296246,-4906,-2490,-152,8.45040933337137,14.5692285618303,1018831,-0.244397746044241,0.0103059290500584,3.75665836630413
"743","ITA",8989,610,9599,998761,1008360,-7981,22083,11884397,156017,NA,NA,13048774,189968677,51967720,"",35,NA,NA,8010726,5038048,85904001,104064676,2022-03-07,22662,7,161,-8149,30513,130,188274,-12974,-7981,168,8.52574378481185,14.5583544477052,1016341,-0.785267936647247,0.0127909825540837,3.00224038979043
"744","ITA",8776,592,9368,1002153,1011521,3161,60191,11941805,156201,NA,NA,13109527,190499871,52067963,"",50,NA,NA,8022476,5087051,86022321,104477550,2022-03-08,60753,-18,-213,3392,57408,184,531194,38108,3161,-231,8.82513997109202,14.5314068921022,1008360,0.31347931294379,0.0182474513070729,5.69320480780674
"745","ITA",8575,563,9138,992784,1001922,-9599,48483,12001063,156357,NA,NA,13159342,190933832,52162911,"",43,NA,NA,8033752,5125590,86147575,104786257,2022-03-09,49815,-29,-201,-9369,59258,156,433961,-11708,-9599,-230,8.95078687374956,14.5093753167902,1011521,-0.948966951748901,0.0154223194575298,5.85830645137372
